type,id,control,cc_est,cc_err,cc_p,cc_bonferroni_fdr,cc_posneg,sex_est,sex_err,sex_p,sex_bonferroni_fdr,sex_posneg,meaning,chapter,keep,factor
Sub-block,46040,NoCNV_Control,-11.9483829118891,268.521306489559,0.96450827194764,1.0,-,-0.102854419311548,0.113255553581133,0.363792501084046,1.0,-,J35 Chronic diseases of tonsils and adenoids,100,True,124
Sub-block,45300,NoCNV_Control,1.44051581311297,1.00772539592668,0.152868452937319,1.0,+,0.634441716122812,0.209142515190909,0.0024170446438401,0.2997135358361724,+,J13 Pneumonia due to Streptococcus pneumoniae,100,True,124
Sub-block,46240,NoCNV_Control,-11.6168067945259,268.02248456006,0.965428387255646,1.0,-,0.37061167357185,0.133131056959958,0.0053724363599973,0.6661821086396652,+,J39 Other diseases of upper respiratory tract,100,True,124
Sub-block,45100,NoCNV_Control,0.432938697290511,1.00422798361903,0.666384066523534,1.0,+,-0.202294973157635,0.12517871835566,0.106083666735634,1.0,-,J06 Acute upper respiratory infections of multiple and unspecified sites,100,True,124
Sub-block,44990,NoCNV_Control,0.753271030238847,1.00492991618649,0.453510299710895,1.0,+,-0.079986065848074,0.145452550826009,0.58237990896803,1.0,-,J03 Acute tonsillitis,100,True,124
Sub-block,44870,NoCNV_Control,1.98156866082311,1.0111871833406,0.0500372107145752,1.0,+,-0.0256904814420144,0.266025268681961,0.923066624089147,1.0,-,J01 Acute sinusitis,100,True,124
Sub-block,46110,NoCNV_Control,-10.9538329813198,266.956231794854,0.967270131552527,1.0,-,0.648701100538886,0.189160290841134,0.0006049785884332,0.0750173449657168,+,J36 Peritonsillar abscess,100,True,124
Sub-block,47470,NoCNV_Control,0.461441480908957,0.582878360795456,0.428558953816034,1.0,+,0.639877214453984,0.0744469285755764,8.3207708781296e-18,1.0317755888880704e-15,+,"J96 Respiratory failure, not elsewhere classified",100,True,124
Sub-block,47270,NoCNV_Control,0.418981889495156,1.00449798403723,0.676601056043764,1.0,+,0.746227131023311,0.128008389517876,5.55879087051793e-09,6.892900679442234e-07,+,J93 Pneumothorax,100,True,124
Sub-block,47600,NoCNV_Control,0.854674307767159,0.385453407128153,0.0266010976682348,1.0,+,0.333833430326645,0.0575674983837468,6.671493759771891e-09,8.272652262117145e-07,+,J98 Other respiratory disorders,100,True,124
Sub-block,46370,NoCNV_Control,1.04443958627804,0.506962451195732,0.0393802648061739,1.0,+,0.713958142944275,0.0865779453429788,1.63209636988082e-16,2.0237994986522165e-14,+,J43 Emphysema,100,True,124
Sub-block,47090,NoCNV_Control,0.811078806225759,0.712550566196029,0.255005487837649,1.0,+,0.514516938141955,0.106910937216356,1.48997687641552e-06,0.00018475713267552448,+,J84 Other interstitial pulmonary diseases,100,True,124
Sub-block,46480,NoCNV_Control,0.453193670154596,0.197166555475156,0.0215315192257854,1.0,+,-0.226717582159795,0.0235811542488623,6.95440058752111e-22,8.623456728526176e-20,-,J45 Asthma,100,True,124
Sub-block,46430,NoCNV_Control,0.493018916206836,0.310461772091212,0.112282244287201,1.0,+,0.467122972439248,0.0389562209567417,3.96225974365301e-33,4.9132020821297325e-31,+,J44 Other chronic obstructive pulmonary disease,100,True,124
Sub-block,44950,NoCNV_Control,-11.8201826310902,268.471949237088,0.964882382676136,1.0,-,-0.152334783678063,0.121080570633282,0.208345685030609,1.0,-,J02 Acute pharyngitis,100,True,124
Sub-block,45580,NoCNV_Control,1.91161140011156,1.01065409887179,0.0585630187396273,1.0,+,0.314771532623242,0.257034019717212,0.220714716412285,1.0,+,J20 Acute bronchitis,100,True,124
Sub-block,46940,NoCNV_Control,1.27639661891397,0.714042319635437,0.0738463160168936,1.0,+,0.852221005701799,0.14050032780906,1.31449033810596e-09,1.6299680192513905e-07,+,J69 Pneumonitis due to solids and liquids,100,True,124
Sub-block,45030,NoCNV_Control,-11.3735072061896,442.63907663031,0.97950079913026,1.0,-,0.150541847509853,0.246276084274691,0.541019059696736,1.0,+,J04 Acute laryngitis and tracheitis,100,True,124
Sub-block,47080,NoCNV_Control,-10.8215775684351,729.831828978246,0.988169804400566,1.0,-,-0.137275566565058,0.540104113686673,0.799368082398531,1.0,-,"J82 Pulmonary eosinophilia, not elsewhere classified",100,True,124
Sub-block,45320,NoCNV_Control,0.868027092885175,1.00550983884734,0.387988698731527,1.0,+,0.690685302712593,0.158675500444843,1.34399770219302e-05,0.001666557150719345,+,"J15 Bacterial pneumonia, not elsewhere classified",100,True,124
Sub-block,47190,NoCNV_Control,-11.8350739783307,439.437524429212,0.978513711689031,1.0,-,0.733220465348396,0.20265129442271,0.0002967295159023,0.0367944599718852,+,J86 Pyothorax,100,True,124
Sub-block,46310,NoCNV_Control,1.75602750027685,0.585455222401185,0.0027049202936877,0.3354101164172748,+,0.141324066751187,0.136577231277752,0.300783022419444,1.0,+,"J40 Bronchitis, not specified as acute or chronic",100,True,124
Sub-block,44860,NoCNV_Control,-10.9359785820234,268.351847221992,0.967493296720071,1.0,-,-0.233835555025659,0.189249104481454,0.216608539379472,1.0,-,J00 Acute nasopharyngitis [common cold],100,True,124
Sub-block,45310,NoCNV_Control,-11.5676102959057,722.861591728336,0.987232377733258,1.0,-,0.843856220237911,0.387357491221619,0.0293692304956812,1.0,+,J14 Pneumonia due to Haemophilus influenzae,100,True,124
Sub-block,47140,NoCNV_Control,-11.6169478360847,729.538346257829,0.987295264641154,1.0,-,0.215043023820317,0.359461394581047,0.549681959590267,1.0,+,J85 Abscess of lung and mediastinum,100,True,124
Sub-block,45070,NoCNV_Control,-11.1230366596989,727.722321919827,0.987805027547477,1.0,-,0.468983409434462,0.464709477698192,0.312880166488054,1.0,+,J05 Acute obstructive laryngitis [croup] and epiglottitis,100,True,124
Sub-block,47240,NoCNV_Control,-11.6714669479927,254.208486798145,0.963379615511574,1.0,-,2.42593840236989,0.210186123944878,8.11530768936786e-31,1.0062981534816147e-28,+,J92 Pleural plaque,100,True,124
Sub-block,45750,NoCNV_Control,-11.1038040252795,162.890037607101,0.945652310784892,1.0,-,0.026391447969483,0.104255844909161,0.800159115159193,1.0,+,J30 Vasomotor and allergic rhinitis,100,True,124
Sub-block,46530,NoCNV_Control,-11.6372005367819,442.582446518407,0.979022952861492,1.0,-,-0.178248808604962,0.218686163653332,0.415021047923006,1.0,-,J46 Status asthmaticus,100,True,124
Sub-block,46120,NoCNV_Control,-10.9194005827193,715.512087135539,0.987823989106507,1.0,-,1.24925137240087,0.577389920994327,0.0304936594607844,1.0,+,J37 Chronic laryngitis and laryngotracheitis,100,True,124
Sub-block,47380,NoCNV_Control,1.16880175980826,1.0063381118342,0.245462839168514,1.0,+,0.356299829234786,0.178535592789912,0.045968815786585,1.0,+,"J95 Postprocedural respiratory disorders, not elsewhere classified",100,True,124
Sub-block,45230,NoCNV_Control,-11.1767487748141,728.726605677484,0.987763029917665,1.0,-,0.351179180377697,0.449517533186544,0.434663833647112,1.0,+,"J12 Viral pneumonia, not elsewhere classified",100,True,124
Sub-block,45690,NoCNV_Control,-11.5791119648495,1201.68374456118,0.992311910898442,1.0,-,0.332791640187185,0.605567889175739,0.582626014407633,1.0,+,J21 Acute bronchiolitis,100,True,124
Sub-block,46750,NoCNV_Control,-11.3191371458282,729.987273009016,0.987628547497714,1.0,-,0.0634335250297693,0.417478431762836,0.879230759971064,1.0,+,J67 Hypersensitivity pneumonitis due to organic dust,100,True,124
Sub-block,46360,NoCNV_Control,1.50604180036894,1.00786213323763,0.135098932188094,1.0,+,0.216486205975341,0.209863447749361,0.302279475443292,1.0,+,J42 Unspecified chronic bronchitis,100,True,124
Sub-block,45150,NoCNV_Control,-11.6726075682931,442.59167247032,0.978959581940954,1.0,-,0.173077263748477,0.212121093670606,0.414536667921549,1.0,+,J10 Influenza due to identified influenza virus,100,True,124
Sub-block,46550,NoCNV_Control,-10.7400602971851,1169.91439840188,0.992675354759901,1.0,-,1.53679994351011,1.11805439958758,0.169277028613412,1.0,+,J60 Coalworker's pneumoconiosis,100,True,124
Sub-block,47320,NoCNV_Control,-11.8769061845295,438.411952052997,0.978387356861585,1.0,-,0.844615341730497,0.201460713670796,2.75949625450754e-05,0.00342177535558935,+,J94 Other pleural conditions,100,True,124
Sub-block,46560,NoCNV_Control,1.74191336203652,1.01184568853721,0.0851563677536475,1.0,+,4.41475806422836,1.00700593887932,1.16496376429804e-05,0.0014445550677295697,+,J61 Pneumoconiosis due to asbestos and other mineral fibres,100,True,124
Sub-block,47060,NoCNV_Control,-11.2711578480864,440.824784749868,0.979601639063422,1.0,-,0.55627172792776,0.263610109908217,0.0348405857963111,1.0,+,J80 Adult respiratory distress syndrome,100,True,124
Sub-block,47070,NoCNV_Control,0.833817853856197,1.00525612172099,0.406845224949421,1.0,+,0.4356281673615,0.152002674213293,0.0041579357561535,0.515584033763034,+,J81 Pulmonary oedema,100,True,124
Sub-block,46320,NoCNV_Control,4.21379968278046,1.08272870351784,9.94895731598883e-05,0.012336707071826148,+,1.0657361007824,0.836691954849307,0.202752147498715,1.0,+,J41 Simple and mucopurulent chronic bronchitis,100,True,124
Sub-block,45460,NoCNV_Control,2.29169420440605,1.01471627625863,0.0239171133210522,1.0,+,0.843755291866419,0.327331571596916,0.0099466724716866,1.0,+,J17 Pneumonia in diseases classified elsewhere,100,True,124
Sub-block,46980,NoCNV_Control,-11.3181362798448,729.431097495319,0.987620209948731,1.0,-,0.237502110063494,0.417478431943423,0.569426232303249,1.0,+,J70 Respiratory conditions due to other external agents,100,True,124
Sub-block,45430,NoCNV_Control,-11.2647169405908,1964.99226314267,0.995425989879069,1.0,-,0.843603500653119,1.2247635247645,0.490956132283477,1.0,+,"J16 Pneumonia due to other infectious organisms, not elsewhere classified",100,True,124
Sub-block,47230,NoCNV_Control,-11.4686446081259,441.123068142493,0.979258342268819,1.0,-,0.510854716762232,0.237981095483433,0.0318236342155557,1.0,+,J91 Pleural effusion in conditions classified elsewhere,100,True,124
Sub-block,46680,NoCNV_Control,-11.0529808753253,1155.79805237497,0.992369888186588,1.0,-,1.94231431634223,1.08014460419397,0.0721455704982622,1.0,+,J64 Unspecified pneumoconiosis,100,True,124
Sub-block,46600,NoCNV_Control,-10.5694393568009,1203.21980803078,0.992991235709536,1.0,-,0.150435129836333,1.00002282390465,0.880424035685044,1.0,+,J63 Pneumoconiosis due to other inorganic dusts,100,True,124
Sub-block,46570,NoCNV_Control,-16.0875095260068,21864.8962309752,0.9994129414483,1.0,-,17.0499968896586,1636.70653671904,0.991688379724365,1.0,+,J62 Pneumoconiosis due to dust containing silica,100,True,124
Sub-block,47700,NoCNV_Control,-11.3730521005444,442.497332167625,0.979495054447806,1.0,-,0.211212323178571,0.246389151420933,0.391317447382473,1.0,+,J99 Respiratory disorders in diseases classified elsewhere,100,True,124
Sub-block,46860,NoCNV_Control,-16.375211981086,21864.8497793115,0.99940244146518,1.0,-,17.3377035219274,1636.70645263967,0.991548131782109,1.0,+,"J68 Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",100,True,124
Sub-block,45140,NoCNV_Control,-14.9888695426377,21865.1320207366,0.999453038442945,1.0,-,15.9513354367236,1636.70681960975,0.992223944669476,1.0,+,J09 Influenza due to certain identified influenza virus,100,True,124
node,45540,NoCNV_Control,0.928552059048838,0.287403346858975,0.0012343027105993,0.4961896896609186,+,0.513939732967193,0.04412145330356,2.34093811607771e-31,9.410571226632394e-29,+,"J18.1 Lobar pneumonia, unspecified",100,True,402
node,45820,NoCNV_Control,0.574409042218663,1.00459781881801,0.567470960048859,1.0,+,0.406078109138363,0.133408518481594,0.0023355649573805,0.938897112866961,+,J31.0 Chronic rhinitis,100,True,402
node,46030,NoCNV_Control,0.0931970215102137,0.71143139275976,0.895775853301256,1.0,+,0.362597988361165,0.0742799243852876,1.05278059591271e-06,0.0004232177995569095,+,J34.8 Other specified disorders of nose and nasal sinuses,100,True,402
node,46170,NoCNV_Control,1.42022160867519,1.00748323708987,0.158636351237846,1.0,+,0.456214357968651,0.203446899872157,0.0249339354744847,1.0,+,J38.1 Polyp of vocal cord and larynx,100,True,402
node,45860,NoCNV_Control,-11.0974508751554,268.505268024815,0.967032436479377,1.0,-,0.121202741737854,0.171650850260287,0.480125675062528,1.0,+,J32.0 Chronic maxillary sinusitis,100,True,402
node,45880,NoCNV_Control,-10.8201928297245,442.363818930326,0.980485736745523,1.0,-,0.255899988366937,0.324963660264689,0.431005244134616,1.0,+,J32.2 Chronic ethmoidal sinusitis,100,True,402
node,45210,NoCNV_Control,-11.0117818556286,442.705331658719,0.980155592948145,1.0,-,-0.111994387484949,0.297501884623473,0.706582872547701,1.0,-,"J11.1 Influenza with other respiratory manifestations, virus not identified",100,True,402
node,46010,NoCNV_Control,0.392587045133314,0.506109717354684,0.437928780149964,1.0,+,0.690130031765779,0.0627543936710176,3.93665955696497e-28,1.5825371418999178e-25,+,J34.2 Deviated nasal septum,100,True,402
node,45570,NoCNV_Control,0.462931234143358,0.453711611328804,0.307576509071202,1.0,+,0.551617972222097,0.0572154687049609,5.36293976880094e-22,2.155901787057978e-19,+,"J18.9 Pneumonia, unspecified",100,True,402
node,45940,NoCNV_Control,-11.9351383248284,264.525536272545,0.964012424931588,1.0,-,1.05523426671119,0.123148285330244,1.0455982765162801e-17,4.203305071595446e-15,+,J33.0 Polyp of nasal cavity,100,True,402
node,45990,NoCNV_Control,-10.8724357667221,442.639527778536,0.980403746468766,1.0,-,0.150497076473987,0.316300216981863,0.63421364138672,1.0,+,"J34.0 Abscess, furuncle and carbuncle of nose",100,True,402
node,45740,NoCNV_Control,0.412285881569019,0.341194104257925,0.22690817217921,1.0,+,0.252934684317859,0.0410051492867228,6.90001845937599e-10,2.773807420669148e-07,+,J22 Unspecified acute lower respiratory infection,100,True,402
node,45970,NoCNV_Control,0.868201523090561,0.583898338616742,0.137039829362643,1.0,+,0.955537110606773,0.0954199017217242,1.3226192915258301e-23,5.316929551933837e-21,+,"J33.9 Nasal polyp, unspecified",100,True,402
node,46540,NoCNV_Control,0.585561061023794,0.582656038543525,0.314903674292743,1.0,+,-0.0111143026271944,0.0770726539622581,0.885338177211545,1.0,-,J47 Bronchiectasis,100,True,402
node,47220,NoCNV_Control,0.904503772238205,0.310804758605139,0.0036119841802595,1.0,+,0.505870032360513,0.0474420097357674,1.5176765290554098e-26,6.1010596468027475e-24,+,"J90 Pleural effusion, not elsewhere classified",100,True,402
node,46060,NoCNV_Control,-11.4742122370167,442.580693849276,0.979316605005868,1.0,-,0.177975808755284,0.234202174454717,0.447300128285743,1.0,+,J35.1 Hypertrophy of tonsils,100,True,402
node,46090,NoCNV_Control,-11.5907682905725,442.772316007311,0.979115589217307,1.0,-,-0.0453586126087915,0.222025016107104,0.83812293496966,1.0,-,J35.8 Other chronic diseases of tonsils and adenoids,100,True,402
node,45300,NoCNV_Control,1.44051581311297,1.00772539592668,0.152868452937319,1.0,+,0.634441716122812,0.209142515190909,0.0024170446438401,0.9716519468237201,+,J13 Pneumonia due to Streptococcus pneumoniae,100,True,402
node,46270,NoCNV_Control,-11.2702830704697,268.084560726491,0.966466786701929,1.0,-,0.349251557665813,0.158052171425194,0.0271243752449965,1.0,+,J39.2 Other diseases of pharynx,100,True,402
node,45920,NoCNV_Control,0.495005366422135,0.711816858953474,0.486797687299486,1.0,+,0.0174865598136053,0.0901661777330986,0.846225196203276,1.0,+,"J32.9 Chronic sinusitis, unspecified",100,True,402
node,45130,NoCNV_Control,0.436739896267163,1.00423407549515,0.663636101129536,1.0,+,-0.195801417567556,0.125345872871127,0.118267008167212,1.0,-,"J06.9 Acute upper respiratory infection, unspecified",100,True,402
node,45020,NoCNV_Control,0.763893306863858,1.00495995660588,0.447180988521376,1.0,+,-0.103846792931068,0.146423818826936,0.47818757368498,1.0,-,"J03.9 Acute tonsillitis, unspecified",100,True,402
node,46230,NoCNV_Control,1.60891469500216,0.714777905608518,0.0243900010731334,1.0,+,0.308789408362744,0.156337183943059,0.048251113959451,1.0,+,J38.7 Other diseases of larynx,100,True,402
node,44940,NoCNV_Control,2.42392819393647,1.01608588530289,0.0170533981993512,1.0,+,-0.121892384811376,0.331910867784244,0.713436774107374,1.0,-,"J01.9 Acute sinusitis, unspecified",100,True,402
node,45530,NoCNV_Control,-11.7773466582935,442.069954287483,0.978745781088675,1.0,-,0.33312668963811,0.201956952266823,0.0990465640071853,1.0,+,"J18.0 Bronchopneumonia, unspecified",100,True,402
node,46110,NoCNV_Control,-10.9538329813198,266.956231794854,0.967270131552527,1.0,-,0.648701100538886,0.189160290841134,0.0006049785884332,0.2432013925501464,+,J36 Peritonsillar abscess,100,True,402
node,47560,NoCNV_Control,0.43245459464666,0.712026413003496,0.543613675024187,1.0,+,0.608652378499937,0.089554610790382,1.07237268795258e-11,4.310938205569372e-09,+,"J96.9 Respiratory failure, unspecified",100,True,402
node,47310,NoCNV_Control,0.704910361515249,1.00515710399692,0.483119734023346,1.0,+,0.800857465854185,0.148708722421181,7.22796278027675e-08,2.9056410376712536e-05,+,"J93.9 Pneumothorax, unspecified",100,True,402
node,46050,NoCNV_Control,-11.0952208873189,268.345830906502,0.967019484886005,1.0,-,-0.237050018884876,0.174852460126921,0.175190018025555,1.0,-,J35.0 Chronic tonsillitis,100,True,402
node,46020,NoCNV_Control,0.535271483273633,0.712080102327767,0.452230755212305,1.0,+,0.50469728689536,0.0932392451086925,6.20025509500508e-08,2.4925025481920423e-05,+,J34.3 Hypertrophy of nasal turbinates,100,True,402
node,47680,NoCNV_Control,-11.0751967352773,442.549430510293,0.980034306769373,1.0,-,0.191357488055079,0.285853988982535,0.503225119089596,1.0,+,J98.8 Other specified respiratory disorders,100,True,402
node,46420,NoCNV_Control,0.78710794873219,0.583407765744561,0.177286940630174,1.0,+,0.701058457704721,0.0880287194861181,1.6659990297534001e-15,6.697316099608669e-13,+,"J43.9 Emphysema, unspecified",100,True,402
node,46190,NoCNV_Control,-11.306822352897,267.191474821776,0.96624575257632,1.0,-,0.596643048939466,0.157816862786504,0.0001564484039566,0.0628922583905532,+,J38.3 Other diseases of vocal cords,100,True,402
node,47130,NoCNV_Control,1.2961590396025,1.0068196756902,0.197962036006688,1.0,+,0.186281637407008,0.189131483561212,0.324657507344948,1.0,+,"J84.9 Interstitial pulmonary disease, unspecified",100,True,402
node,46520,NoCNV_Control,0.42452342980833,0.199991307916932,0.0337782105918138,1.0,+,-0.226191735810693,0.0236840593132077,1.2922304031446801e-21,5.194766220641614e-19,-,"J45.9 Asthma, unspecified",100,True,402
node,44890,NoCNV_Control,-11.2647169405884,1964.99226314053,0.995425989879065,1.0,-,0.843603500653221,1.22476352476454,0.490956132283439,1.0,+,J01.1 Acute frontal sinusitis,100,True,402
node,45960,NoCNV_Control,0.804959992383882,1.00542563065919,0.423353901221283,1.0,+,0.812367168036843,0.156550033832583,2.11215890168852e-07,8.49087878478785e-05,+,J33.8 Other polyp of sinus,100,True,402
node,46470,NoCNV_Control,0.414716548931542,0.341513573716301,0.224614613323648,1.0,+,0.505242925822983,0.0415885298960845,5.83475328388276e-34,2.3455708201208694e-31,+,"J44.9 Chronic obstructive pulmonary disease, unspecified",100,True,402
node,44980,NoCNV_Control,-11.7835651076427,268.457941116566,0.964989277348912,1.0,-,-0.163728666720424,0.123402366200577,0.184579121227017,1.0,-,"J02.9 Acute pharyngitis, unspecified",100,True,402
node,45910,NoCNV_Control,2.26754413218499,1.01445918336708,0.0254026066156052,1.0,+,0.878878415901585,0.325444534106104,0.0069225455649047,1.0,+,J32.8 Other chronic sinusitis,100,True,402
node,47620,NoCNV_Control,0.992982105430841,0.454110273489983,0.0287677824930122,1.0,+,0.39283513321416,0.0731409896598628,7.83316276941977e-08,3.148931433306747e-05,+,J98.1 Pulmonary collapse,100,True,402
node,45840,NoCNV_Control,-11.2184754625716,725.847823031483,0.987668638345813,1.0,-,0.636086767317534,0.44940948934173,0.156956090372077,1.0,+,J31.2 Chronic pharyngitis,100,True,402
node,45680,NoCNV_Control,2.17718253542901,1.01321229250791,0.0316508866087399,1.0,+,0.450553748816233,0.295102357663491,0.126817942357513,1.0,+,"J20.9 Acute bronchitis, unspecified",100,True,402
node,46970,NoCNV_Control,-10.774761544041,711.403677919767,0.987915880286163,1.0,-,1.44991862271125,0.651374079698579,0.0260183030748807,1.0,+,J69.8 Pneumonitis due to other solids and liquids,100,True,402
node,45040,NoCNV_Control,-11.1349370638377,442.639397513515,0.979930712266329,1.0,-,0.150517736713262,0.277432722904584,0.587448080737135,1.0,+,J04.0 Acute laryngitis,100,True,402
node,47290,NoCNV_Control,-11.1961876940158,439.399887382132,0.979671595330643,1.0,-,0.738678082584886,0.278968851942583,0.0080996519979715,1.0,+,J93.1 Other spontaneous pneumothorax,100,True,402
node,46440,NoCNV_Control,0.727047058722295,0.506254674345921,0.150965615256357,1.0,+,0.540774359315545,0.0726587690410054,9.86794197340508e-14,3.966912673308842e-11,+,J44.0 Chronic obstructive pulmonary disease with acute lower respiratory infection,100,True,402
node,47080,NoCNV_Control,-10.8215775684351,729.831828978246,0.988169804400566,1.0,-,-0.137275566565058,0.540104113686673,0.799368082398531,1.0,-,"J82 Pulmonary eosinophilia, not elsewhere classified",100,True,402
node,47280,NoCNV_Control,-11.3354830845113,1174.50963746007,0.992299538252715,1.0,-,1.40332125862495,0.801812269471376,0.0800860839569066,1.0,+,J93.0 Spontaneous tension pneumothorax,100,True,402
node,45900,NoCNV_Control,-11.642936414255,727.090972848218,0.987223989071728,1.0,-,0.530110435975988,0.360000672924124,0.140878827489208,1.0,+,J32.4 Chronic pansinusitis,100,True,402
node,46490,NoCNV_Control,-11.5328078617167,268.055384674497,0.965682423172741,1.0,-,-0.363779151729268,0.142407550503631,0.0106342437489731,1.0,-,J45.0 Predominantly allergic asthma,100,True,402
node,46100,NoCNV_Control,-11.1266578175756,729.733630053247,0.987834678113134,1.0,-,-0.168061539629384,0.464709477229072,0.717614629333241,1.0,-,"J35.9 Chronic disease of tonsils and adenoids, unspecified",100,True,402
node,47650,NoCNV_Control,0.206836115444536,1.00387484173029,0.836761422255033,1.0,+,0.284996407589387,0.110548004426958,0.0099364497523785,1.0,+,J98.4 Other disorders of lung,100,True,402
node,46260,NoCNV_Control,-10.7400602971861,1169.91439840251,0.992675354759905,1.0,-,1.53679994351025,1.11805439958788,0.169277028613487,1.0,+,J39.1 Other abscess of pharynx,100,True,402
node,45370,NoCNV_Control,-11.227050904926,729.388987724677,0.987719122419855,1.0,-,0.245797470870398,0.436983871442092,0.573784688671974,1.0,+,J15.4 Pneumonia due to other streptococci,100,True,402
node,47210,NoCNV_Control,-11.7578701585335,439.765192871204,0.978669740990983,1.0,-,0.694808765979295,0.209648945805286,0.0009192106353119,0.3695226753953838,+,J86.9 Pyothorax without fistula,100,True,402
node,46310,NoCNV_Control,1.75602750027685,0.585455222401185,0.0027049202936877,1.0,+,0.141324066751187,0.136577231277752,0.300783022419444,1.0,+,"J40 Bronchitis, not specified as acute or chronic",100,True,402
node,44860,NoCNV_Control,-10.9359785820234,268.351847221992,0.967493296720071,1.0,-,-0.233835555025659,0.189249104481454,0.216608539379472,1.0,-,J00 Acute nasopharyngitis [common cold],100,True,402
node,46180,NoCNV_Control,-11.575177435257,727.06234522828,0.987297835883806,1.0,-,-0.54289648839749,0.387357489229033,0.161053061404068,1.0,-,J38.2 Nodules of vocal cords,100,True,402
node,45310,NoCNV_Control,-11.5676102959057,722.861591728336,0.987232377733258,1.0,-,0.843856220237911,0.387357491221619,0.0293692304956812,1.0,+,J14 Pneumonia due to Haemophilus influenzae,100,True,402
node,47160,NoCNV_Control,-11.6586813187458,1198.73103998731,0.99224001476442,1.0,-,-0.542789939397127,0.612409832622218,0.375446120554319,1.0,-,J85.1 Abscess of lung with pneumonia,100,True,402
node,45090,NoCNV_Control,-11.1230366596989,727.722321919827,0.987805027547477,1.0,-,0.468983409434462,0.464709477698192,0.312880166488054,1.0,+,J05.1 Acute epiglottitis,100,True,402
node,47260,NoCNV_Control,-11.2323644294124,256.095073323429,0.965015892547756,1.0,-,2.16860862952164,0.238144033850467,8.52472673298041e-20,3.4269401466581253e-17,+,J92.9 Pleural plaque without asbestos,100,True,402
node,45670,NoCNV_Control,-11.5609711480297,1192.77031253021,0.992266594949758,1.0,-,-0.830496643300904,0.677037021297118,0.219949068889643,1.0,-,J20.8 Acute bronchitis due to other specified organisms,100,True,402
node,45770,NoCNV_Control,-11.8600195981851,268.558562264478,0.964775460946813,1.0,-,0.0335679653278341,0.117638206270441,0.775376640483036,1.0,+,J30.1 Allergic rhinitis due to pollen,100,True,402
node,46450,NoCNV_Control,0.856873317646292,0.712538993015639,0.229145316154732,1.0,+,0.365882407700923,0.108192975890896,0.0007202369463868,0.28953525244749356,+,"J44.1 Chronic obstructive pulmonary disease with acute exacerbation, unspecified",100,True,402
node,46530,NoCNV_Control,-11.6372005367819,442.582446518407,0.979022952861492,1.0,-,-0.178248808604962,0.218686163653332,0.415021047923006,1.0,-,J46 Status asthmaticus,100,True,402
node,46290,NoCNV_Control,-11.0325781813488,442.286629224865,0.980099305691332,1.0,-,0.27841126487506,0.292404480345919,0.341023795043925,1.0,+,J39.8 Other specified diseases of upper respiratory tract,100,True,402
node,46000,NoCNV_Control,-11.6174638222253,730.009724164604,0.987302903690963,1.0,-,-0.0437431821596016,0.360968042885404,0.90354610686217,1.0,-,J34.1 Cyst and mucocele of nose and nasal sinus,100,True,402
node,45410,NoCNV_Control,-11.3633949075296,1191.81953888032,0.992392690595299,1.0,-,0.843659646711711,0.707139155285769,0.232845761434465,1.0,+,J15.8 Other bacterial pneumonia,100,True,402
node,46200,NoCNV_Control,2.07557231904104,1.01206613114918,0.0402838191875817,1.0,+,-0.160061411479985,0.28078153898739,0.568639208335521,1.0,-,J38.4 Oedema of larynx,100,True,402
node,46250,NoCNV_Control,-11.3777112205134,1201.18631281404,0.992442500986473,1.0,-,0.373610193645715,0.670854521582739,0.577584234726515,1.0,+,J39.0 Retropharyngeal and parapharyngeal abscess,100,True,402
node,45050,NoCNV_Control,-10.8215775684351,729.83182897825,0.988169804400566,1.0,-,-0.137275566565,0.540104113686609,0.799368082398589,1.0,-,J04.1 Acute tracheitis,100,True,402
node,47480,NoCNV_Control,-11.7859503605296,434.688395150353,0.978369158545462,1.0,-,1.18662602487849,0.224144610545169,1.19656414643433e-07,4.810187868666007e-05,+,J96.0 Acute respiratory failure,100,True,402
node,46130,NoCNV_Control,-10.9194005827193,715.512087135539,0.987823989106507,1.0,-,1.24925137240087,0.577389920994327,0.0304936594607844,1.0,+,J37.0 Chronic laryngitis,100,True,402
node,45400,NoCNV_Control,-11.672277510113,726.511358189233,0.987181577727529,1.0,-,0.581428371526557,0.356326965775129,0.102736985515238,1.0,+,J15.7 Pneumonia due to Mycoplasma pneumoniae,100,True,402
node,47450,NoCNV_Control,1.52903031742818,1.00797025055685,0.129281851980712,1.0,+,0.0378553796410886,0.212427368791809,0.858562868967011,1.0,+,J95.8 Other postprocedural respiratory disorders,100,True,402
node,47610,NoCNV_Control,2.17125800536885,0.717935078607158,0.0024920121218386,1.0,+,0.129282749463916,0.20532097621052,0.528915963397969,1.0,+,"J98.0 Diseases of bronchus, not elsewhere classified",100,True,402
node,46950,NoCNV_Control,1.33554993038534,0.714197114268996,0.0614835598988437,1.0,+,0.824714848147785,0.144007727004652,1.02294989294049e-08,4.11225856962077e-06,+,J69.0 Pneumonitis due to food and vomit,100,True,402
node,46380,NoCNV_Control,-15.0078555219523,22206.1043161031,0.999460754793832,1.0,-,-15.8008597689577,1764.51928974655,0.992855224853143,1.0,-,J43.0 MacLeod's syndrome,100,True,402
